checkout_id,patron_id,book_id,branch_id,checkout_date,return_date,late_fee
CK0846,P003,BK007,B003,2024-08-30,2024-09-10,0.00
CK0847,P020,BK011,B002,2024-08-30,2024-09-10,0.00
CK0848,P006,BK010,B005,2024-08-30,2024-10-11,7.00
CK0849,P016,BK006,B001,2024-08-30,2024-09-05,0.00
CK0850,P009,BK006,B002,2024-08-31,2024-09-03,0.00
CK0851,P013,BK008,B004,2024-09-01,2024-09-17,0.50
CK0852,P011,BK002,B005,2024-09-01,2024-09-14,0.00
CK0853,P019,BK009,B005,2024-09-02,2024-09-07,0.00
CK0854,P012,BK010,B001,2024-09-02,2024-09-13,0.00
CK0855,P008,BK009,B004,2024-09-02,2024-10-13,6.75
CK0856,P016,BK013,B004,2024-09-02,2024-09-14,0.00
CK0857,P015,BK003,B002,2024-09-03,2024-09-07,0.00
CK0858,P007,BK003,B002,2024-09-03,2024-09-08,0.00
CK0859,P004,BK011,B002,2024-09-03,2024-09-12,0.00
CK0860,P016,BK011,B004,2024-09-04,2024-09-14,0.00
CK0861,P014,BK001,B002,2024-09-04,2024-09-07,0.00
CK0862,P005,BK011,B005,2024-09-05,2024-09-08,0.00
CK0863,P002,BK003,B003,2024-09-05,2024-10-06,4.25
CK0864,P020,BK010,B001,2024-09-05,2024-09-19,0.00
CK0865,P003,BK004,B004,2024-09-06,2024-10-06,4.00
CK0866,P006,BK004,B004,2024-09-06,2024-09-18,0.00
CK0867,P006,BK010,B005,2024-09-06,2024-09-13,0.00
CK0868,P011,BK015,B004,2024-09-06,2024-09-18,0.00
CK0869,P013,BK003,B001,2024-09-07,2024-09-10,0.00
CK0870,P017,BK011,B004,2024-09-07,2024-09-12,0.00
CK0871,P020,BK010,B001,2024-09-08,2024-09-19,0.00
CK0872,P003,BK008,B002,2024-09-08,2024-09-20,0.00
CK0873,P017,BK007,B003,2024-09-09,2024-09-12,0.00
CK0874,P008,BK013,B004,2024-09-09,2024-09-18,0.00
CK0875,P019,BK002,B004,2024-09-09,2024-09-14,0.00
CK0876,P008,BK015,B001,2024-09-09,2024-10-13,5.00
CK0877,P014,BK005,B002,2024-09-09,2024-09-12,0.00
CK0878,P019,BK009,B001,2024-09-10,2024-09-21,0.00
CK0879,P007,BK012,B003,2024-09-10,2024-09-19,0.00
CK0880,P019,BK005,B003,2024-09-11,2024-09-22,0.00
CK0881,P020,BK005,B004,2024-09-11,2024-09-17,0.00
CK0882,P018,BK008,B002,2024-09-11,2024-09-19,0.00
CK0883,P009,BK005,B005,2024-09-11,2024-09-19,0.00
CK0884,P005,BK014,B001,2024-09-11,2024-09-25,0.00
CK0885,P004,BK004,B005,2024-09-12,2024-09-21,0.00
CK0886,P018,BK010,B001,2024-09-12,2024-10-09,3.25
CK0887,P001,BK013,B001,2024-09-12,2024-10-12,4.00
CK0888,P003,BK002,B003,2024-09-13,2024-09-19,0.00
CK0889,P002,BK012,B004,2024-09-13,2024-09-22,0.00
CK0890,P010,BK012,B005,2024-09-13,2024-09-16,0.00
CK0891,P006,BK011,B004,2024-09-13,2024-09-23,0.00
CK0892,P017,BK005,B002,2024-09-13,2024-09-16,0.00
CK0893,P008,BK010,B002,2024-09-14,2024-09-27,0.00
CK0894,P001,BK003,B001,2024-09-14,2024-09-21,0.00
CK0895,P013,BK007,B005,2024-09-14,2024-09-20,0.00
CK0896,P003,BK015,B001,2024-09-15,2024-09-26,0.00
CK0897,P018,BK015,B005,2024-09-15,2024-10-11,3.00
CK0898,P009,BK004,B005,2024-09-15,2024-10-14,3.75
CK0899,P001,BK005,B002,2024-09-16,2024-09-25,0.00
CK0900,P003,BK009,B003,2024-09-16,2024-09-24,0.00
CK0901,P017,BK005,B005,2024-09-16,2024-09-28,0.00
CK0902,P013,BK010,B004,2024-09-16,2024-09-22,0.00
CK0903,P015,BK011,B004,2024-09-16,2024-09-28,0.00
CK0904,P004,BK005,B001,2024-09-16,2024-09-25,0.00
CK0905,P008,BK013,B003,2024-09-17,2024-09-26,0.00
CK0906,P018,BK001,B003,2024-09-17,2024-09-23,0.00
CK0907,P011,BK002,B005,2024-09-17,2024-09-22,0.00
CK0908,P019,BK005,B002,2024-09-18,2024-10-24,5.50
CK0909,P007,BK008,B002,2024-09-18,2024-09-24,0.00
CK0910,P009,BK004,B002,2024-09-18,2024-09-24,0.00
CK0911,P012,BK003,B001,2024-09-19,2024-09-23,0.00
CK0912,P016,BK010,B001,2024-09-19,2024-09-30,0.00
CK0913,P016,BK006,B005,2024-09-19,2024-10-19,4.00
CK0914,P019,BK014,B003,2024-09-19,2024-10-09,1.50
CK0915,P017,BK005,B004,2024-09-19,2024-09-25,0.00
CK0916,P002,BK009,B004,2024-09-19,2024-09-29,0.00
CK0917,P012,BK007,B002,2024-09-20,2024-09-30,0.00
CK0918,P015,BK006,B001,2024-09-20,2024-09-23,0.00
CK0919,P019,BK002,B003,2024-09-20,2024-10-24,5.00
CK0920,P006,BK009,B003,2024-09-20,2024-09-26,0.00
CK0921,P020,BK006,B003,2024-09-20,2024-09-25,0.00
CK0922,P014,BK012,B003,2024-09-20,2024-09-28,0.00
CK0923,P006,BK010,B002,2024-09-21,2024-10-03,0.00
CK0924,P004,BK012,B003,2024-09-21,2024-09-27,0.00
CK0925,P007,BK003,B002,2024-09-22,2024-10-02,0.00
CK0926,P014,BK008,B002,2024-09-22,2024-10-05,0.00
CK0927,P016,BK005,B003,2024-09-23,2024-10-04,0.00
CK0928,P013,BK002,B002,2024-09-23,2024-09-26,0.00
CK0929,P016,BK014,B001,2024-09-23,2024-10-03,0.00
CK0930,P012,BK006,B005,2024-09-23,2024-10-04,0.00
CK0931,P001,BK007,B001,2024-09-24,2024-10-02,0.00
CK0932,P020,BK004,B005,2024-09-24,2024-10-06,0.00
CK0933,P006,BK013,B003,2024-09-24,2024-10-02,0.00
CK0934,P016,BK013,B004,2024-09-24,2024-09-28,0.00
CK0935,P005,BK014,B002,2024-09-25,2024-11-04,6.50
CK0936,P014,BK011,B005,2024-09-25,2024-10-07,0.00
CK0937,P003,BK002,B002,2024-09-25,2024-10-03,0.00
CK0938,P010,BK012,B003,2024-09-25,2024-10-07,0.00
CK0939,P015,BK013,B003,2024-09-25,2024-10-09,0.00
CK0940,P014,BK003,B002,2024-09-26,2024-09-29,0.00
CK0941,P009,BK012,B001,2024-09-26,2024-10-02,0.00
CK0942,P004,BK002,B004,2024-09-26,2024-10-07,0.00
CK0943,P013,BK009,B001,2024-09-26,2024-09-30,0.00
CK0944,P003,BK011,B004,2024-09-26,2024-10-03,0.00
CK0945,P015,BK011,B002,2024-09-27,2024-10-02,0.00
CK0946,P001,BK001,B003,2024-09-27,2024-10-05,0.00
CK0947,P018,BK015,B003,2024-09-27,2024-10-08,0.00
CK0948,P018,BK003,B005,2024-09-27,2024-10-09,0.00
CK0949,P019,BK007,B005,2024-09-28,2024-10-11,0.00
CK0950,P012,BK008,B005,2024-09-28,2024-10-04,0.00
CK0951,P010,BK006,B004,2024-09-28,2024-10-05,0.00
CK0952,P017,BK014,B002,2024-09-29,2024-10-07,0.00
CK0953,P016,BK013,B004,2024-09-30,2024-10-07,0.00
CK0954,P010,BK010,B002,2024-09-30,2024-10-03,0.00
CK0955,P018,BK007,B004,2024-10-01,2024-10-07,0.00
CK0956,P013,BK014,B004,2024-10-01,2024-10-07,0.00
CK0957,P008,BK009,B005,2024-10-01,2024-10-15,0.00
CK0958,P018,BK013,B003,2024-10-01,2024-10-22,1.75
CK0959,P006,BK003,B003,2024-10-01,2024-10-05,0.00
CK0960,P009,BK012,B005,2024-10-02,2024-10-12,0.00
CK0961,P005,BK001,B005,2024-10-02,2024-10-22,1.50
CK0962,P010,BK005,B002,2024-10-02,2024-10-16,0.00
CK0963,P008,BK002,B002,2024-10-02,2024-10-05,0.00
CK0964,P014,BK005,B004,2024-10-02,2024-10-10,0.00
CK0965,P011,BK002,B002,2024-10-03,2024-10-06,0.00
CK0966,P003,BK009,B004,2024-10-03,2024-10-24,1.75
CK0967,P013,BK014,B001,2024-10-04,2024-10-08,0.00
CK0968,P013,BK013,B004,2024-10-04,2024-11-11,6.00
CK0969,P007,BK008,B001,2024-10-04,2024-11-09,5.50
CK0970,P016,BK007,B003,2024-10-04,2024-10-12,0.00
CK0971,P018,BK009,B001,2024-10-05,2024-10-12,0.00
CK0972,P012,BK015,B001,2024-10-06,2024-10-27,1.75
CK0973,P014,BK006,B001,2024-10-07,2024-10-12,0.00
CK0974,P004,BK007,B002,2024-10-07,2024-10-10,0.00
CK0975,P016,BK012,B005,2024-10-07,2024-10-12,0.00
CK0976,P006,BK008,B001,2024-10-08,2024-10-21,0.00
CK0977,P002,BK001,B003,2024-10-08,2024-10-21,0.00
CK0978,P004,BK003,B004,2024-10-08,2024-11-02,2.75
CK0979,P015,BK012,B002,2024-10-09,2024-10-12,0.00
CK0980,P005,BK005,B001,2024-10-09,2024-10-19,0.00
CK0981,P010,BK009,B004,2024-10-09,2024-10-15,0.00
CK0982,P012,BK006,B004,2024-10-09,2024-10-16,0.00
CK0983,P006,BK002,B005,2024-10-10,2024-10-15,0.00
CK0984,P009,BK009,B003,2024-10-10,2024-10-20,0.00
CK0985,P017,BK007,B002,2024-10-10,2024-11-13,5.00
CK0986,P020,BK004,B003,2024-10-10,2024-10-24,0.00
CK0987,P018,BK014,B004,2024-10-10,2024-10-16,0.00
CK0988,P018,BK003,B005,2024-10-10,2024-10-17,0.00
CK0989,P004,BK002,B005,2024-10-11,2024-10-24,0.00
CK0990,P005,BK003,B001,2024-10-11,2024-10-17,0.00
CK0991,P004,BK001,B005,2024-10-11,2024-10-24,0.00
CK0992,P016,BK009,B005,2024-10-11,2024-10-25,0.00
CK0993,P008,BK010,B001,2024-10-12,2024-11-25,7.50
CK0994,P016,BK015,B001,2024-10-12,2024-10-22,0.00
CK0995,P018,BK012,B004,2024-10-13,2024-10-21,0.00
CK0996,P020,BK005,B005,2024-10-13,2024-10-16,0.00
CK0997,P003,BK004,B005,2024-10-14,2024-10-18,0.00
CK0998,P018,BK007,B002,2024-10-14,2024-10-20,0.00
CK0999,P019,BK011,B002,2024-10-14,2024-10-25,0.00
CK1000,P004,BK013,B005,2024-10-14,2024-10-22,0.00
CK1001,P004,BK003,B002,2024-10-15,2024-10-26,0.00
CK1002,P006,BK009,B005,2024-10-15,2024-10-25,0.00
CK1003,P011,BK009,B003,2024-10-15,2024-10-23,0.00
CK1004,P014,BK014,B003,2024-10-15,2024-10-27,0.00
CK1005,P007,BK007,B005,2024-10-15,2024-10-29,0.00
CK1006,P015,BK007,B001,2024-10-16,2024-11-01,0.50
CK1007,P020,BK001,B005,2024-10-16,2024-10-21,0.00
CK1008,P010,BK004,B002,2024-10-16,2024-10-24,0.00
CK1009,P009,BK015,B005,2024-10-16,2024-10-27,0.00
CK1010,P019,BK003,B001,2024-10-16,2024-10-19,0.00
CK1011,P009,BK006,B005,2024-10-17,2024-10-23,0.00
CK1012,P010,BK002,B005,2024-10-17,2024-11-19,4.75
CK1013,P003,BK012,B003,2024-10-17,2024-10-27,0.00
CK1014,P004,BK010,B003,2024-10-18,2024-10-21,0.00
CK1015,P013,BK002,B001,2024-10-18,2024-11-13,3.00
CK1016,P014,BK007,B001,2024-10-18,2024-10-24,0.00
CK1017,P020,BK015,B001,2024-10-18,2024-10-31,0.00
CK1018,P002,BK005,B005,2024-10-18,2024-10-21,0.00
CK1019,P005,BK006,B005,2024-10-18,2024-11-01,0.00
CK1020,P013,BK008,B005,2024-10-19,2024-10-31,0.00
CK1021,P014,BK005,B004,2024-10-19,2024-10-24,0.00
CK1022,P016,BK010,B001,2024-10-19,2024-10-30,0.00
CK1023,P017,BK007,B002,2024-10-20,2024-10-25,0.00
CK1024,P016,BK007,B005,2024-10-20,2024-10-26,0.00
CK1025,P008,BK004,B001,2024-10-21,2024-10-28,0.00
CK1026,P019,BK002,B001,2024-10-21,2024-11-03,0.00
CK1027,P012,BK004,B003,2024-10-21,2024-10-29,0.00
CK1028,P010,BK003,B003,2024-10-21,2024-12-01,6.75
CK1029,P015,BK010,B002,2024-10-21,2024-11-06,0.50
CK1030,P008,BK004,B003,2024-10-21,2024-10-26,0.00
CK1031,P004,BK012,B001,2024-10-22,2024-10-28,0.00
CK1032,P005,BK014,B003,2024-10-22,2024-10-25,0.00
CK1033,P010,BK008,B004,2024-10-23,2024-10-26,0.00
CK1034,P018,BK004,B002,2024-10-23,2024-11-03,0.00
CK1035,P016,BK010,B002,2024-10-24,2024-11-07,0.00
CK1036,P013,BK010,B005,2024-10-24,2024-10-27,0.00
CK1037,P010,BK004,B005,2024-10-24,2024-10-31,0.00
CK1038,P001,BK002,B004,2024-10-24,2024-11-06,0.00
CK1039,P012,BK014,B001,2024-10-24,2024-11-17,2.50
CK1040,P013,BK004,B004,2024-10-24,2024-11-04,0.00
CK1041,P016,BK014,B005,2024-10-25,2024-11-05,0.00
CK1042,P017,BK008,B005,2024-10-25,2024-11-08,0.00
CK1043,P017,BK005,B003,2024-10-25,2024-11-04,0.00
CK1044,P001,BK006,B003,2024-10-25,2024-11-02,0.00
CK1045,P009,BK013,B001,2024-10-26,2024-11-18,2.25
CK1046,P001,BK009,B003,2024-10-26,2024-11-01,0.00
CK1047,P013,BK011,B002,2024-10-26,2024-10-30,0.00
CK1048,P020,BK014,B002,2024-10-27,2024-11-05,0.00
CK1049,P014,BK005,B005,2024-10-27,2024-11-04,0.00
CK1050,P007,BK011,B002,2024-10-27,2024-11-08,0.00
CK1051,P005,BK005,B005,2024-10-28,2024-11-25,3.50
CK1052,P005,BK011,B005,2024-10-28,2024-11-02,0.00
CK1053,P018,BK012,B001,2024-10-28,2024-11-02,0.00
CK1054,P001,BK013,B003,2024-10-29,2024-11-07,0.00
CK1055,P015,BK012,B003,2024-10-29,2024-11-03,0.00
CK1056,P005,BK003,B001,2024-10-29,2024-11-10,0.00
CK1057,P020,BK004,B005,2024-10-30,2024-11-05,0.00
CK1058,P012,BK002,B004,2024-10-30,2024-11-04,0.00
CK1059,P016,BK012,B003,2024-10-30,2024-11-04,0.00
CK1060,P016,BK003,B002,2024-10-30,2024-11-05,0.00
CK1061,P001,BK015,B003,2024-10-30,2024-11-08,0.00
CK1062,P007,BK013,B002,2024-10-30,2024-11-19,1.50
CK1063,P020,BK008,B003,2024-10-31,2024-11-10,0.00
CK1064,P013,BK013,B001,2024-10-31,2024-11-12,0.00
CK1065,P011,BK007,B005,2024-10-31,2024-11-14,0.00
CK1066,P017,BK011,B001,2024-10-31,2024-11-11,0.00
CK1067,P002,BK015,B002,2024-10-31,2024-11-11,0.00
CK1068,P018,BK007,B005,2024-11-01,2024-11-14,0.00
CK1069,P010,BK008,B004,2024-11-01,2024-11-08,0.00
CK1070,P006,BK007,B003,2024-11-02,2024-11-14,0.00
CK1071,P017,BK015,B002,2024-11-02,2024-11-12,0.00
CK1072,P017,BK002,B002,2024-11-03,2024-12-18,7.75
CK1073,P005,BK007,B004,2024-11-04,2024-11-12,0.00
CK1074,P015,BK010,B002,2024-11-04,2024-11-14,0.00
CK1075,P006,BK012,B001,2024-11-04,2024-11-08,0.00
CK1076,P012,BK002,B005,2024-11-04,2024-11-18,0.00
CK1077,P017,BK010,B002,2024-11-04,2024-11-13,0.00
CK1078,P006,BK015,B003,2024-11-04,2024-11-16,0.00
CK1079,P006,BK014,B002,2024-11-05,2024-11-10,0.00
CK1080,P014,BK005,B003,2024-11-05,2024-12-14,6.25
CK1081,P010,BK011,B002,2024-11-05,2024-11-09,0.00
CK1082,P001,BK010,B003,2024-11-06,2024-11-09,0.00
CK1083,P016,BK009,B001,2024-11-06,2024-11-18,0.00
CK1084,P007,BK010,B004,2024-11-06,2024-11-16,0.00
CK1085,P020,BK001,B002,2024-11-07,2024-11-18,0.00
CK1086,P018,BK014,B002,2024-11-07,2024-11-10,0.00
CK1087,P012,BK001,B002,2024-11-07,2024-11-10,0.00
CK1088,P020,BK005,B003,2024-11-07,2024-11-11,0.00
CK1089,P006,BK003,B003,2024-11-07,2024-11-19,0.00
CK1090,P020,BK010,B005,2024-11-07,2024-11-12,0.00
CK1091,P012,BK015,B001,2024-11-08,2024-11-12,0.00
CK1092,P012,BK015,B004,2024-11-08,2024-11-12,0.00
CK1093,P018,BK002,B003,2024-11-08,2024-11-18,0.00
CK1094,P009,BK006,B005,2024-11-08,2024-11-17,0.00
CK1095,P007,BK010,B001,2024-11-08,2024-11-12,0.00
CK1096,P017,BK002,B004,2024-11-08,2024-11-22,0.00
CK1097,P010,BK007,B005,2024-11-09,2024-11-17,0.00
CK1098,P020,BK006,B002,2024-11-09,2024-11-21,0.00
CK1099,P016,BK008,B002,2024-11-09,2024-11-21,0.00
CK1100,P001,BK002,B001,2024-11-10,2024-11-20,0.00
CK1101,P020,BK007,B004,2024-11-11,2024-11-14,0.00
CK1102,P007,BK001,B002,2024-11-11,2024-11-25,0.00
CK1103,P003,BK005,B003,2024-11-11,2024-11-22,0.00
CK1104,P004,BK011,B003,2024-11-12,2024-11-20,0.00
CK1105,P020,BK001,B002,2024-11-12,2024-11-18,0.00
CK1106,P016,BK013,B001,2024-11-13,2024-11-26,0.00
CK1107,P015,BK015,B005,2024-11-13,2024-11-21,0.00
CK1108,P014,BK015,B001,2024-11-13,2024-11-24,0.00
CK1109,P011,BK009,B005,2024-11-13,2024-11-16,0.00
CK1110,P011,BK013,B003,2024-11-13,2024-11-17,0.00
CK1111,P011,BK007,B005,2024-11-14,2024-11-19,0.00
CK1112,P006,BK010,B001,2024-11-14,2024-12-21,5.75
CK1113,P009,BK007,B001,2024-11-15,2024-11-25,0.00
CK1114,P015,BK014,B003,2024-11-15,2024-11-21,0.00
CK1115,P012,BK013,B001,2024-11-16,2024-11-22,0.00
CK1116,P001,BK013,B004,2024-11-17,2024-11-28,0.00
CK1117,P016,BK012,B005,2024-11-17,2024-11-24,0.00
CK1118,P004,BK014,B005,2024-11-17,2024-11-30,0.00
CK1119,P015,BK007,B005,2024-11-18,2024-11-22,0.00
CK1120,P002,BK011,B005,2024-11-18,2024-11-22,0.00
CK1121,P004,BK009,B003,2024-11-19,2024-11-22,0.00
CK1122,P007,BK006,B002,2024-11-19,2024-11-25,0.00
CK1123,P015,BK011,B001,2024-11-20,2024-11-27,0.00
CK1124,P004,BK001,B005,2024-11-20,2024-12-01,0.00
CK1125,P018,BK006,B005,2024-11-20,2024-11-28,0.00
CK1126,P010,BK010,B002,2024-11-20,2024-11-25,0.00
CK1127,P018,BK008,B001,2024-11-21,2024-11-26,0.00
CK1128,P002,BK002,B004,2024-11-21,2024-11-24,0.00
CK1129,P006,BK012,B005,2024-11-21,2024-12-03,0.00
CK1130,P015,BK010,B003,2024-11-21,2024-11-28,0.00
CK1131,P003,BK015,B004,2024-11-22,2024-12-04,0.00
CK1132,P015,BK002,B004,2024-11-22,2024-11-29,0.00
CK1133,P015,BK008,B002,2024-11-22,2024-12-11,1.25
CK1134,P020,BK005,B003,2024-11-22,2024-12-01,0.00
CK1135,P011,BK013,B003,2024-11-22,2024-12-02,0.00
CK1136,P016,BK002,B003,2024-11-22,2024-12-02,0.00
CK1137,P012,BK010,B005,2024-11-23,2024-11-28,0.00
CK1138,P004,BK006,B005,2024-11-23,2024-12-06,0.00
CK1139,P015,BK007,B005,2024-11-24,2024-12-03,0.00
CK1140,P018,BK003,B004,2024-11-24,2024-12-03,0.00
CK1141,P019,BK007,B004,2024-11-24,2024-12-06,0.00
CK1142,P006,BK011,B001,2024-11-25,2024-12-09,0.00
CK1143,P016,BK002,B005,2024-11-25,2024-12-07,0.00
CK1144,P004,BK014,B004,2024-11-25,2024-12-19,2.50
CK1145,P020,BK002,B005,2024-11-26,2024-12-05,0.00
CK1146,P002,BK002,B002,2024-11-26,2024-12-01,0.00
CK1147,P005,BK011,B002,2024-11-27,2024-12-07,0.00
CK1148,P020,BK010,B004,2024-11-27,2024-12-03,0.00
CK1149,P010,BK010,B003,2024-11-28,,
CK1150,P003,BK010,B001,2024-11-28,2024-12-10,0.00
CK1151,P005,BK014,B003,2024-11-28,2024-12-24,3.00
CK1152,P002,BK001,B005,2024-11-28,2024-12-16,1.00
CK1153,P008,BK007,B005,2024-11-29,2024-12-08,0.00
CK1154,P013,BK007,B004,2024-11-29,2024-12-08,0.00
CK1155,P016,BK003,B002,2024-11-30,2024-12-11,0.00
CK1156,P014,BK003,B003,2024-12-01,2024-12-14,0.00
CK1157,P003,BK011,B001,2024-12-01,2025-01-08,6.00
CK1158,P003,BK003,B004,2024-12-02,2024-12-12,0.00
CK1159,P020,BK015,B004,2024-12-02,2024-12-14,0.00
CK1160,P014,BK009,B004,2024-12-02,2024-12-11,0.00
CK1161,P020,BK001,B005,2024-12-03,2024-12-13,0.00
CK1162,P017,BK005,B004,2024-12-03,2024-12-14,0.00
CK1163,P002,BK010,B004,2024-12-03,2024-12-17,0.00
CK1164,P016,BK012,B001,2024-12-03,2024-12-08,0.00
CK1165,P009,BK008,B005,2024-12-03,,
CK1166,P003,BK011,B005,2024-12-04,2024-12-16,0.00
CK1167,P011,BK009,B001,2024-12-04,2024-12-14,0.00
CK1168,P016,BK010,B003,2024-12-04,2024-12-30,3.00
CK1169,P010,BK005,B002,2024-12-04,2025-01-10,5.75
CK1170,P019,BK005,B001,2024-12-04,2024-12-17,0.00
CK1171,P002,BK011,B003,2024-12-05,2024-12-19,0.00
CK1172,P016,BK002,B002,2024-12-05,2024-12-22,0.75
CK1173,P009,BK005,B002,2024-12-05,2024-12-17,0.00
CK1174,P009,BK001,B001,2024-12-05,2024-12-25,1.50
CK1175,P005,BK011,B004,2024-12-05,2024-12-13,0.00
CK1176,P008,BK008,B002,2024-12-05,2024-12-16,0.00
CK1177,P005,BK010,B002,2024-12-06,2025-01-14,6.25
CK1178,P008,BK011,B004,2024-12-06,2024-12-20,0.00
CK1179,P012,BK001,B003,2024-12-07,2024-12-11,0.00
CK1180,P013,BK008,B003,2024-12-07,2025-01-14,6.00
CK1181,P008,BK007,B004,2024-12-07,2024-12-17,0.00
CK1182,P001,BK005,B004,2024-12-08,2024-12-17,0.00
CK1183,P017,BK011,B001,2024-12-08,2024-12-12,0.00
CK1184,P014,BK010,B003,2024-12-09,2024-12-17,0.00
CK1185,P004,BK005,B005,2024-12-09,2024-12-18,0.00
CK1186,P008,BK012,B005,2024-12-09,2024-12-15,0.00
CK1187,P006,BK006,B005,2024-12-09,2024-12-12,0.00
CK1188,P001,BK007,B001,2024-12-10,2024-12-21,0.00
CK1189,P012,BK004,B003,2024-12-10,2024-12-17,0.00
CK1190,P003,BK001,B005,2024-12-11,2024-12-24,0.00
CK1191,P020,BK011,B001,2024-12-11,2024-12-25,0.00
CK1192,P020,BK003,B004,2024-12-11,2025-01-19,6.25
CK1193,P006,BK015,B001,2024-12-11,2024-12-25,0.00
CK1194,P015,BK011,B001,2024-12-11,,
CK1195,P014,BK012,B003,2024-12-11,2024-12-18,0.00
CK1196,P002,BK007,B004,2024-12-12,2024-12-20,0.00
CK1197,P009,BK003,B004,2024-12-12,,
CK1198,P013,BK003,B004,2024-12-12,2024-12-16,0.00
CK1199,P014,BK004,B005,2024-12-12,2024-12-30,1.00
CK1200,P004,BK001,B001,2024-12-13,2024-12-17,0.00
CK1201,P015,BK001,B004,2024-12-13,2024-12-18,0.00
CK1202,P002,BK011,B004,2024-12-13,2024-12-20,0.00
CK1203,P013,BK010,B001,2024-12-13,,
CK1204,P013,BK014,B001,2024-12-14,2024-12-25,0.00
CK1205,P016,BK002,B005,2024-12-14,,
CK1206,P013,BK001,B001,2024-12-15,,
CK1207,P015,BK013,B003,2024-12-15,2024-12-28,0.00
CK1208,P013,BK011,B002,2024-12-16,2024-12-23,0.00
CK1209,P004,BK011,B003,2024-12-16,,
CK1210,P005,BK001,B002,2024-12-17,,
CK1211,P013,BK002,B005,2024-12-17,2024-12-30,0.00
CK1212,P015,BK001,B001,2024-12-17,2024-12-25,0.00
CK1213,P013,BK002,B002,2024-12-18,2024-12-31,0.00
CK1214,P018,BK003,B005,2024-12-18,2024-12-24,0.00
CK1215,P016,BK011,B001,2024-12-19,,
CK1216,P005,BK001,B002,2024-12-19,2025-01-04,0.50
CK1217,P004,BK008,B005,2024-12-19,2024-12-24,0.00
CK1218,P004,BK008,B005,2024-12-20,,
CK1219,P011,BK013,B004,2024-12-20,2025-01-07,1.00
CK1220,P011,BK014,B002,2024-12-21,2024-12-24,0.00
CK1221,P004,BK005,B002,2024-12-22,2024-12-31,0.00
CK1222,P006,BK008,B002,2024-12-23,2025-01-04,0.00
CK1223,P020,BK007,B002,2024-12-23,2024-12-26,0.00
CK1224,P001,BK001,B002,2024-12-23,2024-12-27,0.00
CK1225,P010,BK007,B004,2024-12-23,2025-01-06,0.00
CK1226,P017,BK008,B004,2024-12-23,2024-12-29,0.00
CK1227,P002,BK010,B002,2024-12-23,,
CK1228,P012,BK007,B001,2024-12-24,2025-01-04,0.00
CK1229,P004,BK010,B003,2024-12-24,2025-01-04,0.00
CK1230,P007,BK005,B001,2024-12-24,2024-12-30,0.00
CK1231,P016,BK008,B002,2024-12-24,,
CK1232,P010,BK004,B004,2024-12-25,2025-01-01,0.00
CK1233,P015,BK001,B001,2024-12-25,,
CK1234,P001,BK008,B005,2024-12-25,2025-01-11,0.75
CK1235,P019,BK010,B003,2024-12-25,2025-01-03,0.00
CK1236,P004,BK006,B002,2024-12-26,2024-12-30,0.00
CK1237,P007,BK007,B002,2024-12-26,2024-12-30,0.00
CK1238,P002,BK015,B004,2024-12-26,,
CK1239,P012,BK003,B004,2024-12-27,2025-01-10,0.00
CK1240,P007,BK006,B002,2024-12-27,2024-12-30,0.00
CK1241,P009,BK003,B001,2024-12-27,2025-01-06,0.00
CK1242,P008,BK015,B003,2024-12-27,2025-01-08,0.00
CK1243,P020,BK015,B002,2024-12-27,,
CK1244,P016,BK014,B002,2024-12-28,,
CK1245,P014,BK012,B002,2024-12-28,,
CK1246,P019,BK003,B005,2024-12-28,,
CK1247,P017,BK001,B004,2024-12-29,2025-01-09,0.00
CK1248,P004,BK008,B004,2024-12-29,,
CK1249,P007,BK003,B003,2024-12-30,,
CK1250,P016,BK011,B003,2024-12-30,2025-01-04,0.00
CK1251,P019,BK001,B004,2024-12-30,2025-01-09,0.00
CK1252,P006,BK013,B003,2024-12-30,,
CK1253,P003,BK007,B003,2024-12-30,2025-01-10,0.00
CK1254,P018,BK010,B002,2024-12-31,,
CK1255,P002,BK009,B003,2024-12-31,,
CK1256,P002,BK006,B003,2024-12-31,,
CK1257,P007,BK003,B003,2024-12-31,,
CK1258,P019,BK014,B002,2024-12-31,,
CK1259,P009,BK009,B004,2024-12-31,,
